Iteracion;Tipo;Tiempo (s)
703;GET;0,1208
703;POST;1,5542
704;GET;0,1344
704;POST;1,5674
705;GET;0,1211
705;POST;1,5636
706;GET;0,1276
706;POST;1,5449
707;GET;0,1309
707;POST;1,5714
708;GET;0,1231
708;POST;1,5521
709;GET;0,1354
709;POST;1,5348
710;GET;0,1297
710;POST;1,5625
711;GET;0,1205
711;POST;1,4993
712;GET;0,1282
712;POST;1,5517
713;GET;0,1368
713;POST;1,5658
714;GET;0,128
714;POST;1,5068
715;GET;0,1247
715;POST;1,5576
716;GET;0,1321
716;POST;1,5651
717;GET;0,1314
717;POST;1,5391
718;GET;0,1309
718;POST;1,55
719;GET;0,1276
719;POST;1,5352
720;GET;0,1389
720;POST;1,4799
721;GET;0,1244
721;POST;1,5633
722;GET;0,1292
722;POST;1,5238
723;GET;0,1271
723;POST;1,5497
724;GET;0,1269
724;POST;1,5629
725;GET;0,1249
725;POST;1,523
726;GET;0,121
726;POST;1,5021
727;GET;0,1256
727;POST;1,6071
728;GET;0,1234
728;POST;1,5295
729;GET;0,1214
729;POST;1,5162
730;GET;0,1226
730;POST;1,5027
731;GET;0,1347
731;POST;1,5336
732;GET;0,1283
732;POST;1,5861
733;GET;0,1391
733;POST;1,5521
734;GET;0,1209
734;POST;1,5059
735;GET;0,1259
735;POST;1,5858
736;GET;0,1405
736;POST;1,5719
737;GET;0,124
737;POST;1,5356
738;GET;0,1309
738;POST;1,5244
739;GET;0,1191
739;POST;1,4956
740;GET;0,1291
740;POST;1,5367
741;GET;0,1258
741;POST;1,5458
742;GET;0,1183
742;POST;1,5506
743;GET;0,1252
743;POST;1,5337
744;GET;0,1205
744;POST;1,5201
745;GET;0,1188
745;POST;1,4858
746;GET;0,1245
746;POST;1,5369
747;GET;0,1258
747;POST;1,5222
748;GET;0,1191
748;POST;1,5749
749;GET;0,1208
749;POST;1,5278
750;GET;0,1223
750;POST;1,5397
751;GET;0,1306
751;POST;1,5788
752;GET;0,1402
752;POST;1,5434
753;GET;0,1196
753;POST;1,5602
754;GET;0,1298
754;POST;1,5191
755;GET;0,1333
755;POST;1,5826
756;GET;0,1198
756;POST;1,5568
757;GET;0,1312
757;POST;1,5704
758;GET;0,1225
758;POST;1,5773
759;GET;0,1273
759;POST;1,5505
760;GET;0,1205
760;POST;1,4841
761;GET;0,1269
761;POST;1,5344
762;GET;0,1282
762;POST;1,5049
763;GET;0,1318
763;POST;1,4883
764;GET;0,1257
764;POST;1,538
765;GET;0,13
765;POST;1,5594
766;GET;0,1215
766;POST;1,5663
767;GET;0,1269
767;POST;1,4931
768;GET;0,1197
768;POST;1,6069
769;GET;0,1269
769;POST;1,5816
770;GET;0,132
770;POST;1,5198
771;GET;0,1245
771;POST;1,5529
772;GET;0,1253
772;POST;1,5223
773;GET;0,1238
773;POST;1,5196
774;GET;0,1205
774;POST;1,585
775;GET;0,1347
775;POST;1,5191
776;GET;0,1278
776;POST;1,5631
777;GET;0,1322
777;POST;1,5382
778;GET;0,1405
778;POST;1,506
779;GET;0,1233
779;POST;1,5985
780;GET;0,1248
780;POST;1,5427
781;GET;0,1167
781;POST;1,5029
782;GET;0,1198
782;POST;1,5028
783;GET;0,1227
783;POST;1,5496
784;GET;0,1208
784;POST;1,5548
785;GET;0,1253
785;POST;1,5573
786;GET;0,1252
786;POST;1,5858
787;GET;0,1252
787;POST;1,4579
788;GET;0,1294
788;POST;1,5841
789;GET;0,1226
789;POST;1,5664
790;GET;0,1328
790;POST;1,5235
791;GET;0,1173
791;POST;1,5736
792;GET;0,1323
792;POST;1,5255
793;GET;0,1354
793;POST;1,5444
794;GET;0,1342
794;POST;1,5866
795;GET;0,1283
795;POST;1,5524
796;GET;0,1323
796;POST;1,5948
797;GET;0,1303
797;POST;1,5612
798;GET;0,1331
798;POST;1,5576
799;GET;0,1235
799;POST;1,5351
800;GET;0,1306
800;POST;1,5419
801;GET;0,1279
801;POST;1,5899
802;GET;0,1233
802;POST;1,5376
803;GET;0,1245
803;POST;1,569
804;GET;0,1241
804;POST;1,6238
805;GET;0,1338
805;POST;1,6106
806;GET;0,1296
806;POST;1,5964
807;GET;0,1294
807;POST;1,5086
808;GET;0,1205
808;POST;1,527
809;GET;0,1203
809;POST;1,5192
810;GET;0,1197
810;POST;1,5654
811;GET;0,1217
811;POST;1,5107
812;GET;0,1257
812;POST;1,562
813;GET;0,1183
813;POST;1,565
814;GET;0,1385
814;POST;1,5552
815;GET;0,1173
815;POST;1,5391
816;GET;0,1234
816;POST;1,5735
817;GET;0,1261
817;POST;1,5824
818;GET;0,1233
818;POST;1,488
819;GET;0,1273
819;POST;1,5577
820;GET;0,1323
820;POST;1,6334
821;GET;0,1175
821;POST;1,5474
822;GET;0,1258
822;POST;1,5188
823;GET;0,1255
823;POST;1,4823
824;GET;0,1284
824;POST;1,5079
825;GET;0,1368
825;POST;1,5927
826;GET;0,1347
826;POST;1,61
827;GET;0,142
827;POST;1,5785
828;GET;0,1377
828;POST;1,6139
829;GET;0,1227
829;POST;1,6009
830;GET;0,1297
830;POST;1,5629
831;GET;0,1225
831;POST;1,5621
832;GET;0,1239
832;POST;1,5489
833;GET;0,1384
833;POST;1,5724
834;GET;0,1338
834;POST;1,5756
835;GET;0,1333
835;POST;1,5552
836;GET;0,1399
836;POST;1,6023
837;GET;0,125
837;POST;1,5294
838;GET;0,1372
838;POST;1,5325
839;GET;0,1277
839;POST;1,5862
840;GET;0,1395
840;POST;1,5705
841;GET;0,1222
841;POST;1,5259
842;GET;0,1225
842;POST;1,5691
843;GET;0,1211
843;POST;1,605
844;GET;0,1222
844;POST;1,5731
845;GET;0,1306
845;POST;1,5662
846;GET;0,1486
846;POST;1,55
847;GET;0,13
847;POST;1,5389
848;GET;0,1347
848;POST;1,6194
849;GET;0,1231
849;POST;1,5761
850;GET;0,1269
850;POST;1,5579
851;GET;0,1241
851;POST;1,5304
852;GET;0,1271
852;POST;1,592
853;GET;0,1209
853;POST;1,5711
854;GET;0,1421
854;POST;1,5312
855;GET;0,1241
855;POST;1,595
856;GET;0,1422
856;POST;1,5813
857;GET;0,1272
857;POST;1,5548
858;GET;0,1425
858;POST;1,5465
859;GET;0,1369
859;POST;1,563
860;GET;0,1182
860;POST;1,5483
861;GET;0,1277
861;POST;1,4847
862;GET;0,1233
862;POST;1,5185
863;GET;0,1312
863;POST;1,5454
864;GET;0,125
864;POST;1,5569
865;GET;0,1257
865;POST;1,4796
866;GET;0,1247
866;POST;1,588
867;GET;0,125
867;POST;1,5571
868;GET;0,1204
868;POST;1,4716
869;GET;0,1223
869;POST;1,5614
870;GET;0,129
870;POST;1,5296
871;GET;0,1234
871;POST;1,5498
872;GET;0,1168
872;POST;1,5361
873;GET;0,1342
873;POST;1,5105
874;GET;0,1178
874;POST;1,5932
875;GET;0,1252
875;POST;1,521
876;GET;0,128
876;POST;1,5557
877;GET;0,1433
877;POST;1,4649
878;GET;0,1269
878;POST;1,5882
879;GET;0,1294
879;POST;1,615
880;GET;0,1201
880;POST;1,589
881;GET;0,1218
881;POST;1,5464
882;GET;0,1186
882;POST;1,5948
883;GET;0,1229
883;POST;1,5726
884;GET;0,1256
884;POST;1,5242
885;GET;0,1196
885;POST;1,5669
886;GET;0,1223
886;POST;1,5938
887;GET;0,1207
887;POST;1,4846
888;GET;0,1224
888;POST;1,534
889;GET;0,1178
889;POST;1,5404
890;GET;0,1285
890;POST;1,5748
891;GET;0,1228
891;POST;1,5459
892;GET;0,1235
892;POST;1,578
893;GET;0,1294
893;POST;1,5489
894;GET;0,1372
894;POST;1,5304
895;GET;0,1259
895;POST;1,468
896;GET;0,1251
896;POST;1,5614
897;GET;0,1289
897;POST;1,5838
898;GET;0,1226
898;POST;1,6209
899;GET;0,1302
899;POST;1,5002
900;GET;0,1298
900;POST;1,4686
901;GET;0,1229
901;POST;1,5537
902;GET;0,134
902;POST;1,5092
903;GET;0,1397
903;POST;1,5683
904;GET;0,1238
904;POST;1,5868
905;GET;0,1256
905;POST;1,5354
906;GET;0,1223
906;POST;1,5485
907;GET;0,1265
907;POST;1,5106
908;GET;0,1252
908;POST;1,5287
909;GET;0,1187
909;POST;1,4639
910;GET;0,1245
910;POST;1,5652
911;GET;0,1268
911;POST;1,609
912;GET;0,1298
912;POST;1,5283
913;GET;0,1344
913;POST;1,561
914;GET;0,1289
914;POST;1,5299
915;GET;0,1242
915;POST;1,5853
916;GET;0,1237
916;POST;1,5084
917;GET;0,1225
917;POST;1,4998
918;GET;0,1332
918;POST;1,5269
919;GET;0,126
919;POST;1,5216
920;GET;0,1269
920;POST;1,5176
921;GET;0,1282
921;POST;1,4977
922;GET;0,132
922;POST;1,5159
923;GET;0,1283
923;POST;1,6112
924;GET;0,1266
924;POST;1,5656
925;GET;0,1187
925;POST;1,5006
926;GET;0,1249
926;POST;1,5612
927;GET;0,1305
927;POST;1,5306
928;GET;0,1285
928;POST;1,5371
929;GET;0,1292
929;POST;1,5582
930;GET;0,1292
930;POST;1,5083
931;GET;0,1261
931;POST;1,5428
932;GET;0,1229
932;POST;1,562
933;GET;0,1277
933;POST;1,6057
934;GET;0,1271
934;POST;1,5608
935;GET;0,128
935;POST;1,5666
936;GET;0,1194
936;POST;1,5156
937;GET;0,1306
937;POST;1,5424
938;GET;0,1388
938;POST;1,5564
939;GET;0,1333
939;POST;1,6432
940;GET;0,1216
940;POST;1,5246
941;GET;0,1303
941;POST;1,5539
942;GET;0,126
942;POST;1,5807
943;GET;0,1238
943;POST;1,5492
944;GET;0,124
944;POST;1,572
945;GET;0,1185
945;POST;1,5892
946;GET;0,1189
946;POST;1,5556
947;GET;0,1308
947;POST;1,4931
948;GET;0,1225
948;POST;1,5509
949;GET;0,1163
949;POST;1,5544
950;GET;0,1307
950;POST;1,5684
951;GET;0,131
951;POST;1,5578
952;GET;0,1252
952;POST;1,5316
953;GET;0,1215
953;POST;1,5357
954;GET;0,1249
954;POST;1,5721
955;GET;0,1236
955;POST;1,4605
956;GET;0,1276
956;POST;1,5797
957;GET;0,1175
957;POST;1,5265
958;GET;0,1212
958;POST;1,5894
959;GET;0,1195
959;POST;1,5712
960;GET;0,1256
960;POST;1,548
961;GET;0,1221
961;POST;1,6137
962;GET;0,1402
962;POST;1,5937
963;GET;0,1222
963;POST;1,5182
964;GET;0,1231
964;POST;1,5481
965;GET;0,1241
965;POST;1,513
966;GET;0,1236
966;POST;1,545
967;GET;0,1196
967;POST;1,539
968;GET;0,1406
968;POST;1,5447
969;GET;0,1369
969;POST;1,5984
970;GET;0,1314
970;POST;1,5354
971;GET;0,1257
971;POST;1,5865
972;GET;0,1195
972;POST;1,5486
973;GET;0,1347
973;POST;1,5391
974;GET;0,1254
974;POST;1,5936
975;GET;0,1352
975;POST;1,5358
976;GET;0,1188
976;POST;1,585
977;GET;0,1244
977;POST;1,5516
978;GET;0,1349
978;POST;1,5415
979;GET;0,1229
979;POST;1,5493
980;GET;0,1284
980;POST;1,6243
981;GET;0,1215
981;POST;1,5521
982;GET;0,1233
982;POST;1,5252
983;GET;0,1293
983;POST;1,6075
984;GET;0,1318
984;POST;1,5378
985;GET;0,1181
985;POST;1,5019
986;GET;0,1168
986;POST;1,5546
987;GET;0,1189
987;POST;1,5423
988;GET;0,1228
988;POST;1,5963
989;GET;0,1241
989;POST;1,5706
990;GET;0,1274
990;POST;1,5303
991;GET;0,1167
991;POST;1,598
992;GET;0,1295
992;POST;1,5525
993;GET;0,1343
993;POST;1,5517
994;GET;0,1229
994;POST;1,5095
995;GET;0,1466
995;POST;1,6233
996;GET;0,1287
996;POST;1,6087
997;GET;0,163
997;POST;1,5947
998;GET;0,1235
998;POST;1,5593
999;GET;0,1233
999;POST;1,4689
1000;GET;0,1193
1000;POST;1,5992
